method,query_id,question,gold_parent_id,first_gold_rank,hit5,hit20,hit100,candidate_pool_size,candidate_pool_hit,category,hybrid_bm25_component_rank,hybrid_dense_component_rank,fusion_dropped_gold_from_pool
dense,29,"Chris is on trial for intentionally or recklessly causing a bushfire. His counsel says he was carrying out a “cool burn.” Talia, a First Nations woman, is called to explain First Nations practices. Is Talia’s evidence admissible?",4.13.1-c2-s1,,0,0,0,100,0,absent_from_top100,,,0
dense,31,"Police have detained and taken DNA samples from three of four full siblings in a carjacking investigation: Chloe (female, 24), Sam (female, 23), and Joseph (male, 22). The fourth sibling, Kyle (male, 22), was not detained or sampled. Mitochondrial DNA testing of a crime scene sample links all three sampled siblings to the scene. Y-STR testing (which examines Y-chromosome DNA passed from father to son) links Joseph to the scene. Nuclear DNA testing also links Joseph to the scene. Is this information sufficient to reasonably link Joseph to the crime scene?",4.13.2-c4-s2,52,0,0,1,100,1,rank_6_to_100,,,0
dense,32,"Police have detained and taken DNA samples from three of four full siblings in a carjacking investigation: Chloe (female, 24), Sam (female, 23), and Joseph (male, 22). The fourth sibling, Kylie (female, 22), was not detained or sampled. Mitochondrial DNA testing of a crime scene sample links all three sampled siblings to the scene. Y-STR testing (which examines Y-chromosome DNA passed from father to son) links Joseph to the scene. Nuclear DNA testing also links Joseph to the scene. Is this information sufficient to reasonably link Joseph to the crime scene?",4.13.2-c4-s2,49,0,0,1,100,1,rank_6_to_100,,,0
dense,33,Is the right to silence based solely on common law?,4.15-c3-s1,3,1,1,1,100,1,top5_hit,,,0
dense,35,"At dinner, Kim and Frank watch a news story about a drive-by shooting. Kim says the car looks like Frank’s and asks, “That’s not your car, is it, Frank?” Frank stays silent. Frank is now on trial. Why is it important for the prosecution that Kim is not a government authority?",4.16-c1-s1,42,0,0,1,100,1,rank_6_to_100,,,0
dense,37,"Rachel is on trial for poisoning her business partner with mushrooms. There is no direct proof Rachel possessed poisonous mushrooms, but the prosecution shows that: (1) two weeks before the death she searched for a specific species of poisonous mushroom; (2) she had a manual for dehydration equipment that can mask the taste of mushrooms; and (3) toxicology shows her partner was poisoned by that same species. The prosecution argues it is highly improbable all of this is coincidental, if the death were an accident. What kind of inferential reasoning or type of evidence is the prosecution asking the jury to use?",4.18-c2-s1,,0,0,0,100,0,absent_from_top100,,,0
dense,38,Daisy witnessed a murder in her prison and is called by the prosecution to give evidence. Is she a “prison informer”?,4.23-c2-s1,8,0,1,1,100,1,rank_6_to_100,,,0
dense,39,"Emma is committed for trial on 1 March. On 25 March, she first tells her lawyer she was at a movie with her sister at the time of the alleged offence and wants both to give evidence, but no notice has been filed. What procedural step is required before Emma, or her sister can give evidence that she was at the movie rather than at the scene of the offence?",4.25-c1-s1,,0,0,0,100,0,absent_from_top100,,,0
dense,40,"Alex is charged with a robbery at a shopping centre at 8:15 pm. He leads evidence that he was having dinner with friends at a restaurant across town at that time, and the jury thinks there is a real chance this is true. Ignoring the standard elements of robbery, what more needs to be proven to establish Alex’s guilt?",4.25-c2-s2,,0,0,0,100,0,absent_from_top100,,,0
dense,41,"Liam and Noah plan to break into a warehouse to steal electronics. Liam agrees to act as the lookout while Noah goes inside; during the burglary, Noah violently assaults a security guard. Liam is later charged as a secondary party to the assault. Under Victorian law, on what basis could Liam be found “involved in the commission” of the assault, even though he only agreed to help with the burglary?",5.1-c2-s1,14,0,1,1,100,1,rank_6_to_100,,,0
dense,42,"Courtney and Tom agree to sell what they think is a harmless “party pill” to strangers at a music festival. The pills are in fact a controlled drug, and the conduct clearly amounts to a criminal offence. For Courtney to be liable on the basis of this agreement, must the prosecution prove that she knew the substance was illegal?",5.2-c8-s1,94,0,0,1,100,1,rank_6_to_100,,,0
dense,43,"Noah convinces his 12-year-old nephew to deliver a sealed package to an address, telling him it contains “books for a friend,” when in fact Noah has filled the package with prohibited drugs. The nephew has no idea what is inside and believes he’s doing a harmless favour. If police intercept the drugs, can Noah be liable as a principal offender for drug trafficking?",5.9-c1-s2,,0,0,0,100,0,absent_from_top100,,,0
dense,44,"Jordan is a factory worker; Mia is his supervisor. They’re both charged with a Commonwealth conspiracy to commit an offence that requires an employer to ensure the safety of employees at a hazardous worksite. Two company directors, alleged to be the other parties to the agreement, have already been acquitted of the conspiracy. In these circumstances, can Jordan be found guilty of the conspiracy?",6.2-c9-s1,2,1,1,1,100,1,top5_hit,,,0
dense,45,"Clyde, who has schizophrenia, assaults a stranger while experiencing delusions. He knows he is hitting a person but believes they are a “demon.” Does his mental illness, or his failure to appreciate the wrongfulness of his conduct, necessarily make his act involuntary?",7.1.1-c2-s2,1,1,1,1,100,1,top5_hit,,,0
dense,46,"Jonah is driving when he suddenly suffers an unexpected convulsion, causing his leg to slam down on the accelerator and his car to mount the curb and hit a pedestrian. If the only cause of the collision was this sudden bodily movement during the convulsion, how should a court characterise his physical act for the purpose of criminal liability?",7.1.1-c3-s1,,0,0,0,100,0,absent_from_top100,,,0
dense,47,"At Andrew’s assault trial, there is no suggestion he was unconscious, seizing, or sleepwalking; all the evidence shows him standing, speaking, and then punching the complainant. Does the prosecution need specific evidence that the punch was voluntary, or can voluntariness be inferred from these circumstances?",7.1.1-c6-s2,3,1,1,1,100,1,top5_hit,,,0
dense,48,"Jacob sets off powerful fireworks in a small, crowded backyard. He later admits he knew people could get hurt but did it anyway. In Victoria, what level of criminal culpability best describes his conduct?",7.1.3-c1-s2,33,0,0,1,100,1,rank_6_to_100,,,0
dense,49,"Liam throws a heavy brick off a freeway overpass into peak-hour traffic. He later tells police, “I knew it might hit a car, but I didn’t really think much more about it.” At trial, the prosecution tells the jury that recklessness is established if Liam knew the brick “might” cause harm. Why is this an incorrect statement of the legal test for recklessness in Victoria?",7.1.3-c1-s3,3,1,1,1,100,1,top5_hit,,,0
dense,50,Abigail is on trial in Victoria for causing serious injury. She argues that the injury was “an accident” because she pushed a door open without looking and it unexpectedly hit someone on the other side. Can Abigail rely on a standalone defence of “accident” in Victoria?,7.1.4-c1-s1,1,1,1,1,100,1,top5_hit,,,0
dense,54,"Harper, a New South Wales resident, shoots Riley in Sydney. Riley is stabilised in an NSW hospital, then transferred to a specialist trauma unit in Melbourne, where complications arise during surgery and he dies 10 days after the shooting. Can Harper be tried in a Victorian court?",7.2.1-c8-s1,1,1,1,1,100,1,top5_hit,,,0
dense,56,"During an argument outside a bar in 2016, Taylor swings once at Jordan’s jaw; Jordan falls backwards, hits their head on the curb and dies from the head injury. For manslaughter by an unlawful and dangerous act, which element of the offence does Crimes Act 1958 s 4A(4) help the jury assess?",7.2.2-c2-s1,2,1,1,1,100,1,top5_hit,,,0
dense,57,"The accused admits he did not actually think death or really serious injury was likely, but the jury is sure that any reasonable person in his position would have realised they were exposing the victim to an appreciable risk of serious injury. If both reckless murder and manslaughter are left, which verdict does this state of mind support?",7.2.2-c4-s1,14,0,1,1,100,1,rank_6_to_100,,,0
dense,58,"In 2010, Amir and Bella agree to “rough up” a debtor by slapping him around and threatening him, but nothing more. During the confrontation, Bella unexpectedly pulls a knife and fatally stabs the debtor. Amir is charged with manslaughter as a secondary party. If the prosecution relies on the doctrine that extends liability beyond the agreed lesser assault, what must they prove about Amir’s foresight of Bella’s escalation?",7.2.2-c5-s1,30,0,0,1,100,1,rank_6_to_100,,,0
dense,59,"A person is sitting in the back seat of a moving taxi when the taxi strikes a pedestrian at a crossing, killing them instantly. The prosecution later alleges that this rear-seat passenger is guilty of culpable driving causing death because he was driving a motor vehicle at the time of the collision. Is this a sound argument?",7.2.5-c2-s1,66,0,0,1,100,1,rank_6_to_100,,,0
dense,60,"In a culpable driving causing death trial, the prosecution tells the jury: “You cannot find the accused guilty unless you are sure he actually realised his driving fell well below that of an ordinary careful driver; if he was simply unaware of the danger, you must acquit.” Is this an accurate statement of the law?",7.2.5-c3-s8,10,0,1,1,100,1,rank_6_to_100,,,0
dense,61,Two friends agree to race their cars along a suburban street. One driver loses control and fatally hits a cyclist; the other does not crash. On what general basis could the second driver still be held responsible for the death?,7.2.5-c8-s1,47,0,0,1,100,1,rank_6_to_100,,,0
dense,62,"While driving late at night, Jerry fails to see a cyclist and runs him over, killing him instantly. Jerry was not drunk, reckless or negligent. Why does it matter to the prosecution that Jerry knew his headlights were broken before driving?",7.2.6-c5-s5,,0,0,0,100,0,absent_from_top100,,,0
dense,63,"Asha is Ben’s manager at work. One evening they both freely and voluntarily have sex. Two days after the act, Asha regrets her decision. Does this mean Asha's consent was violated?",7.3.1.2-c4-s10,8,0,1,1,100,1,rank_6_to_100,,,0
dense,65,"Jones is on trial for an unnamed sexual offence. He says that, in his culture, silence or lack of resistance means agreement. Must the jury learn more about this culture to decide whether he reasonably believed there was consent?",7.3.1.2-c8-s6,,0,0,0,100,0,absent_from_top100,,,0
dense,66,"After an alleged sexual assault, Liam goes straight to his sister’s apartment and, sobbing and struggling to speak, tells her what happened. At trial, the prosecution calls his sister to describe his emotional state when he reported it. Why might Liam’s behaviour at that time be important evidence against the accused?",7.3.1.7-c1-s1,32,0,0,1,100,1,rank_6_to_100,,,0
dense,67,"At trial, the complainant describes an alleged sexual assault in a completely flat tone, without visible emotion. Some jurors think this means she is “probably lying.” Is this a valid assumption?",7.3.1.7-c1-s5,9,0,1,1,100,1,rank_6_to_100,,,0
dense,68,"Assume the year is 2012. Why is it problematic for a judge to direct the jury that the prosecution must prove the accused “intended to commit rape in the sense that, at the time of penetration, he knew the complainant was not or might not be consenting”?",7.3.2-c3-s1,4,1,1,1,100,1,top5_hit,,,0
dense,69,"The prosecution alleges that the accused forced the complainant to put his own penis into his own mouth. Under the current statutory definition, does this amount to sexual penetration of oneself?",7.3.2-c4-s1,,0,0,0,100,0,absent_from_top100,,,0
dense,70,"In 2016, person A instructs person C to insert person C’s finger into person B’s mouth. Under the definition of “sexual penetration” in s 37D of the Crimes Act 1958, why does this not amount to person A sexually penetrating person B?",7.3.2-c4-s2,2,1,1,1,100,1,top5_hit,,,0
dense,71,"In 2016, person A instructs person C to insert person C’s penis into person B’s mouth. Under the definition of “sexual penetration” in s 37D of the Crimes Act 1958, why does this amount to person A sexually penetrating person B?",7.3.2-c4-s2,2,1,1,1,100,1,top5_hit,,,0
dense,72,"Under Victorian law, can a person assigned male at birth be sexually penetrated somewhere other than the anus or mouth?",7.3.2-c5-s1,,0,0,0,100,0,absent_from_top100,,,0
dense,73,"On a crowded tram, Caleb briefly brushes Rina’s hand while reaching for a pole; later he privately admits he finds her attractive and had a sexual interest in her. On these grounds alone, is Caleb’s private sexual interest enough to make that brief hand contact “sexual touching”?",7.3.5-c4-s3,8,0,1,1,100,1,rank_6_to_100,,,0
dense,74,"Assume the year is 2011. Nina is sexually aroused by feet and secretly attracted to her colleague Caleb. During a meeting, she slowly removes his shoe under the table, later admitting she did so purely for her own sexual gratification. Does her sexual motive alone make the removal of Caleb’s shoe an indecent assault?",7.3.6-c9-s2,2,1,1,1,100,1,top5_hit,,,0
dense,75,"During an argument, Imogen swings her fist at Sara but stops just short. Sara flinches and braces for impact, but later says she “wasn’t actually scared.” Why doesn’t Sara’s claim that she wasn’t afraid stop Imogen’s conduct from amounting to assault?",7.4.8-c3-s2,,0,0,0,100,0,absent_from_top100,,,0
dense,77,"Mia receives several late-night calls from Noah. Each time she answers, he says nothing. Knowing his violent history, she believes he is outside about to attack. What is the citation of the common law case that held this conduct can amount to assault?",7.4.8-c3-s8,1,1,1,1,100,1,top5_hit,,,0
dense,78,"Assault' is defined to mean the direct or indirect application of force to the body of, or to the clothing or equipment worn by, a person. “Application of force” is defined to include the application of heat, light, electric current or any other form of energy, as well as the application of matter in solid, liquid or gaseous form. For the purposes of Victorian criminal law as it pertains to assault, which statute establishes the meaning of a police officer?",7.4.9-c5-s2,,0,0,0,100,0,absent_from_top100,,,0
dense,79,"Officer Harper stops Liam on the street, says, “I’m just curious if you’ve got anything on you,” and, without any lawful basis, searches his pockets and finds drugs. Liam resists and accidentally strikes Harper during the unlawful search. In these circumstances, is Harper acting “in the execution of her duty” at the time of the alleged assault?",7.4.9-c5-s7,1,1,1,1,100,1,top5_hit,,,0
dense,81,Which Victorian statute amended the Crimes Act 1958 to cover stalking over the internet?,7.4.12-c1-s1,2,1,1,1,100,1,top5_hit,,,0
dense,82,"What are the elements of carjacking? Actually, I can answer that question for you. The offence has the following three elements: (i) The accused stole a vehicle; (ii) Immediately before or at the time of the theft, the accused: (a) Used force on any person; or (b) Put any person in fear that s/he or another person would, then and there, be subject to the use of force; or (c) Sought to put any person in fear that s/he or another person would, then and there, be subject to the use of force; and (iii) The accused did so in order to commit the theft (Crimes Act 1958 s 79(1)). Answer only this question: In a large shopping centre, Soraya stands in one spot near the central atrium all afternoon, turning only her head and eyes to keep Felix in view as he walks between different levels and stores. She never changes her physical position. On these facts, does Soraya follow Felix?",7.4.12-c2-s5,,0,0,0,100,0,absent_from_top100,,,0
dense,83,"Angry at Leo, Martina repeatedly dumps dead flowers and threatening notes on his doorstep and also tags him in public posts accusing him of crimes, hoping his employer will see them. Which two separate stalking acts in statutes best capture this pattern? The following information is irrelevant to answering the question: In 2013, Leo was convicted of “manslaughter by unlawful and dangerous act.” During the trial, a jury member asked the judge the following question: “Under Victorian law, what is the first element of an unlawful and dangerous act causing death and what does it entail? And also, what are the other elements to this offence? And how is it different to negligent manslaughter?”",7.4.12.1-c2-s1,11,0,1,1,100,1,rank_6_to_100,,,0
dense,84,"Mary is Rafa’s mother. Twelve-year-old Rafa has been especially naughty this week: on Monday he threw water on his brother Gregory, and on Tuesday he stole his sister’s watch. On Wednesday, as punishment, Mary confines Rafa to his room for an hour. What are the citations of the cases suggesting that Mary’s treatment of Rafa is lawful? As an aside, let's talk about Mary’s childhood. When Mary was younger, she was part of a violent gang. She would roam the streets carrying a cricket bat, and when elderly women walked past, Mary would swing the bat towards them, never actually hitting them but bringing it close enough to make them believe they were about to be struck. One day, Mary was caught by the police. She was charged with assault not involving the application of force but was never convicted because the prosecution couldn’t prove the first element of the offence.",7.4.17-c4-s1,,0,0,0,100,0,absent_from_top100,,,0
dense,87,"During a gig, Luca quietly picks up someone else’s guitar, uses it for his set, then returns it to exactly the same spot before the owner notices. He always planned to put it back. On these facts alone, has Luca formed the mental element for theft?",7.5.1-c3-s1,72,0,0,1,100,1,rank_6_to_100,,,0
dense,88,How does the definition of “dishonesty” under Commonwealth law differ from that used in Victorian law?,7.5.1-c4-s1,1,1,1,1,100,1,top5_hit,,,0
dense,89,What is a good?,7.5.10-c2-s1,,0,0,0,100,0,absent_from_top100,,,0
dense,90,"Kai forces the owner of a vacant farm to leave, then lives there rent-free for six months, locking everyone else out of the gate and using it as his own space. For the purposes of handling stolen goods, does Kai’s wrongful occupation turn the land itself into “stolen goods”?",7.5.10-c2-s1,70,0,0,1,100,1,rank_6_to_100,,,0
dense,92,"One element of theft is an intention to permanently deprive the owner of property. Nicholas threatens to smash his neighbour’s car unless she pays him $500 “for the damage you did last year,” an amount she genuinely owes. He intends to keep the $500 permanently but makes no claim over any other property. On these facts, which offence does his state of mind more clearly support – theft or blackmail – and why?",7.5.15-c3-s1,8,0,1,1,100,1,rank_6_to_100,,,0
dense,93,"Rafi, a former executive of a publicly traded company, phones the current CEO and says, “Transfer $1 million to my account or I’ll leak information that will seriously damage your company's valuation.” Years earlier, Rafi was convicted of assault not involving force. Under Victorian law, what technical label best fits this kind of threat, and which reported case in your materials is cited as authority for treating market-damage threats in this way?",7.5.15-c4-s2,1,1,1,1,100,1,top5_hit,,,0
dense,94,"Josh deliberately and dishonestly destroys physical bank documents that record a loan he still owes, hoping to improve his own financial position. Which specific offence best captures Josh's conduct?",7.5.18-c2-s1,60,0,0,1,100,1,rank_6_to_100,,,0
dense,95,"Marco transfers cryptocurrency through multiple wallets to make it harder to trace, fully aware it came from a fraud scheme. Under the Victorian “dealing with proceeds of crime” offences, which physical element is clearly satisfied by his conduct, and which highest mental state could be charged on these facts?",7.5.22-c1-s1,2,1,1,1,100,1,top5_hit,,,0
dense,97,"Over six months, Minh alternates between weeks of intense dealing and long quiet stretches with no proven activity. The transactions involve different drugs, buyers and locations, but all are commercial. The indictment alleges he “trafficked” by carrying on a business over that whole period. What must the jury be satisfied of, given the patchy pattern of conduct?",7.6.1-c3-s8,19,0,1,1,100,1,rank_6_to_100,,,0
dense,98,"“The salt of the abovementioned drugs, derivates and _______” Which word goes in the blank and which act does this phrase belong to?",7.6.3-c2-s1,1,1,1,1,100,1,top5_hit,,,0
dense,99,"After a grave insult, Jordan cools off for several hours, then calmly returns and kills. Which state of mind required for provocation is missing on these facts, and what is the technical term for it?",8.12-c3-s1,20,0,1,1,100,1,rank_6_to_100,,,0
dense,100,"“There was an agreement between the accused and the deceased to seek the _____ of all parties to the agreement.” What is the missing word, and where is this specific phrase used?",8.13-c2-s1,20,0,1,1,100,1,rank_6_to_100,,,0
hybrid,1,"Bob and Ted are close friends. Ted is on trial for drug offences, and Bob has been selected as a juror in Ted’s case. Is the judge required to excuse Bob from serving on the jury?",1.2-c2-s2,2,1,1,1,177,1,top5_hit,5,2,0
hybrid,3,"Isaac is on trial for statutory murder of an emergency worker. You are his barrister. Should you notify the jury that, according to the Crimes Act 1958, the standard sentence for this offence is 30 years imprisonment?",1.5-c6-s1,11,0,1,1,187,1,rank_6_to_100,28,35,0
hybrid,5,"Frank and Joe are jurors in an arson trial. Over the weekend, Joe finds photos of the accused holding a petrol canister and texts them to Frank. Having received this new information, what should Frank do?",1.5-c8-s1,1,1,1,1,193,1,top5_hit,28,14,0
hybrid,6,Does the standard of proof of “beyond reasonable doubt” imply that the jury must be fully convinced of every claim the prosecution has made?,1.7-c3-s2,3,1,1,1,168,1,top5_hit,11,7,0
hybrid,7,"Sally is accused of cultivating narcotic plants in her backyard. One of the elements of this charge is that “the accused intentionally cultivated or attempted to cultivate a particular substance.” To establish whether this is the case, the judge believes it would be valuable to visit Sally’s backyard and have the jury examine it for themselves. What is the name of the legal procedure whereby the court travels to a location relevant to the charge?",2.1-c1-s1,,0,0,0,151,0,absent_from_top100,,,0
hybrid,8,"Josh is 21 years old. He witnessed a murder that was clearly perpetrated by the accused. The prosecution, however, needs to determine whether the accused committed the acts voluntarily, thus satisfying the elements of intentional or reckless murder. In court, the judge plays a recording of Josh giving his eyewitness testimony. What is this evidentiary process called?",2.3.3-c2-s1,,0,0,0,197,0,absent_from_top100,,,0
hybrid,11,"John is on trial for an unnamed offence. John testifies that he could not have committed the offence because he was at an arcade 10 miles away when the offence took place. Earlier, the jury accepted arcade tickets as evidence of John's alibi. John’s counsel now argues that, given this plausible alibi, John could not have committed the crime. What type of reasoning is this an example of?",3.6-c1-s1,,0,0,0,195,0,absent_from_top100,,,0
hybrid,12,Does Victoria have a law/laws protecting against double jeopardy?,3.12-c1-s1,,0,0,0,180,0,absent_from_top100,,,0
hybrid,14,"Tim is on trial for aggravated burglary. Before Tim gives evidence, his counsel calls another witness to testify first. Why might this be a bad idea for the defence?",4.1-c1-s1,44,0,0,1,181,1,rank_6_to_100,24,91,0
hybrid,15,Paul is 12 years old. He is a witness in a trial related to a common law riot. You are counsel for the accused. Should you argue that Paul’s is fundamentally untrustworthy because of his age?,4.2-c3-s1,78,0,0,1,193,1,rank_6_to_100,,76,0
hybrid,16,Can the defence use good character evidence to argue the accused is innocent?,4.3-c2-s2,25,0,0,1,171,1,rank_6_to_100,20,40,0
hybrid,17,Can the prosecution freely use bad character evidence to argue the accused is guilty?,4.3-c3-s1,2,1,1,1,167,1,top5_hit,7,2,0
hybrid,18,"Sam is on trial for murdering her neighbour. The prosecution presents a text from Sam to a friend saying, “I murdered my neighbour today.” What must be established for this text to be treated as an admission?",4.5-c5-s1,18,0,1,1,198,1,rank_6_to_100,,16,0
hybrid,19,"Omar is charged with intentionally causing serious injury. In a recorded interview, he admits being at the scene and pushing the complainant but denies using a weapon or intending serious harm. At trial, the prosecution asks the jury to accept the incriminating parts of the interview but treat his denial of using a weapon as lies. Does this necessarily involve ‘consciousness of guilt’ reasoning?",4.6-c3-s5,2,1,1,1,192,1,top5_hit,1,2,0
hybrid,20,"Liam is on trial for arson. His sister gives evidence that, at a family dinner, she said, “The police think you set fire to Dad’s shed. You didn’t do it, did you?” Liam, who had been speaking normally, then went silent and looked down. Can this be used as evidence probative of guilt?",4.6-c4-s1,3,1,1,1,193,1,top5_hit,,2,0
hybrid,21,"At Zoe’s assault trial, the prosecution argues that her blank, expressionless stare at photos of the injured complainant indicates guilt. Is this argument sound?",4.6-c4-s9,19,0,1,1,192,1,rank_6_to_100,,18,0
hybrid,22,The defence raises the issue of mental impairment and bears the onus of proving it. There is a psychiatrist who has examined the accused. Is the prosecution required to call this psychiatrist as a witness?,4.9-c2-s1,58,0,0,1,170,1,rank_6_to_100,10,48,0
hybrid,23,"Sarah is tried for armed robbery. She does not give or call any evidence. In closing, the prosecution avoids mentioning her silence directly but repeatedly stresses that “only the prosecution’s account is supported by evidence.” Is this submission by the prosecution permissible?",4.10-c7-s1,11,0,1,1,188,1,rank_6_to_100,,9,0
hybrid,25,"In an armed robbery trial, a shop assistant who has served the accused every week for years is shown still images from CCTV and says, “Based on how he looks, that’s the same customer who comes into my store.” What type of identification evidence is this an example of?",4.12-c2-s1,12,0,1,1,190,1,rank_6_to_100,,10,0
hybrid,26,"One of the elements of aggravated carjacking is the use of a weapon or causing injury to another person (Crimes Act 1958 s 79A). Smith witnesses an aggravated carjacking late at night. He sees the offender wield a weapon but does not get a good look at their face. A year later, he positively identifies the accused, saying he “recognised him immediately from the daytime photo the police showed me last year.” What cognitive bias, about which the jury is educated, may be relevant in this case?",4.12.2-c1-s1,97,0,0,1,193,1,rank_6_to_100,5,96,0
hybrid,27,"You are the trial judge in a child stealing case. During the trial, the prosecutor briefly mentions that the image used for recognising the accused was taken before the accused was detained but gives no further explanation. What are judges instructed to do in this situation?",4.12.2-c1-s2,21,0,0,1,193,1,rank_6_to_100,,19,0
hybrid,28,"Harvey is on trial for dangerous driving causing serious injury. Priya, a mechanic with 15 years’ experience, inspects the damaged vehicles and wants to tell the jury that, in her opinion, the pattern of damage shows Harvey was travelling at “at least 110 km/h” before impact. Are Priya’s comments inadmissible because they are opinion evidence?",4.13.1-c2-s1,19,0,1,1,188,1,rank_6_to_100,,13,0
hybrid,29,"Chris is on trial for intentionally or recklessly causing a bushfire. His counsel says he was carrying out a “cool burn.” Talia, a First Nations woman, is called to explain First Nations practices. Is Talia’s evidence admissible?",4.13.1-c2-s1,,0,0,0,192,0,absent_from_top100,,,0
hybrid,31,"Police have detained and taken DNA samples from three of four full siblings in a carjacking investigation: Chloe (female, 24), Sam (female, 23), and Joseph (male, 22). The fourth sibling, Kyle (male, 22), was not detained or sampled. Mitochondrial DNA testing of a crime scene sample links all three sampled siblings to the scene. Y-STR testing (which examines Y-chromosome DNA passed from father to son) links Joseph to the scene. Nuclear DNA testing also links Joseph to the scene. Is this information sufficient to reasonably link Joseph to the crime scene?",4.13.2-c4-s2,55,0,0,1,180,1,rank_6_to_100,,52,0
hybrid,32,"Police have detained and taken DNA samples from three of four full siblings in a carjacking investigation: Chloe (female, 24), Sam (female, 23), and Joseph (male, 22). The fourth sibling, Kylie (female, 22), was not detained or sampled. Mitochondrial DNA testing of a crime scene sample links all three sampled siblings to the scene. Y-STR testing (which examines Y-chromosome DNA passed from father to son) links Joseph to the scene. Nuclear DNA testing also links Joseph to the scene. Is this information sufficient to reasonably link Joseph to the crime scene?",4.13.2-c4-s2,52,0,0,1,180,1,rank_6_to_100,,49,0
hybrid,33,Is the right to silence based solely on common law?,4.15-c3-s1,3,1,1,1,170,1,top5_hit,4,3,0
hybrid,35,"At dinner, Kim and Frank watch a news story about a drive-by shooting. Kim says the car looks like Frank’s and asks, “That’s not your car, is it, Frank?” Frank stays silent. Frank is now on trial. Why is it important for the prosecution that Kim is not a government authority?",4.16-c1-s1,43,0,0,1,196,1,rank_6_to_100,90,42,0
hybrid,37,"Rachel is on trial for poisoning her business partner with mushrooms. There is no direct proof Rachel possessed poisonous mushrooms, but the prosecution shows that: (1) two weeks before the death she searched for a specific species of poisonous mushroom; (2) she had a manual for dehydration equipment that can mask the taste of mushrooms; and (3) toxicology shows her partner was poisoned by that same species. The prosecution argues it is highly improbable all of this is coincidental, if the death were an accident. What kind of inferential reasoning or type of evidence is the prosecution asking the jury to use?",4.18-c2-s1,,0,0,0,197,1,absent_from_top100,2,,1
hybrid,38,Daisy witnessed a murder in her prison and is called by the prosecution to give evidence. Is she a “prison informer”?,4.23-c2-s1,7,0,1,1,172,1,rank_6_to_100,4,8,0
hybrid,39,"Emma is committed for trial on 1 March. On 25 March, she first tells her lawyer she was at a movie with her sister at the time of the alleged offence and wants both to give evidence, but no notice has been filed. What procedural step is required before Emma, or her sister can give evidence that she was at the movie rather than at the scene of the offence?",4.25-c1-s1,,0,0,0,195,0,absent_from_top100,,,0
hybrid,40,"Alex is charged with a robbery at a shopping centre at 8:15 pm. He leads evidence that he was having dinner with friends at a restaurant across town at that time, and the jury thinks there is a real chance this is true. Ignoring the standard elements of robbery, what more needs to be proven to establish Alex’s guilt?",4.25-c2-s2,,0,0,0,197,1,absent_from_top100,68,,1
hybrid,41,"Liam and Noah plan to break into a warehouse to steal electronics. Liam agrees to act as the lookout while Noah goes inside; during the burglary, Noah violently assaults a security guard. Liam is later charged as a secondary party to the assault. Under Victorian law, on what basis could Liam be found “involved in the commission” of the assault, even though he only agreed to help with the burglary?",5.1-c2-s1,2,1,1,1,186,1,top5_hit,2,14,0
hybrid,42,"Courtney and Tom agree to sell what they think is a harmless “party pill” to strangers at a music festival. The pills are in fact a controlled drug, and the conduct clearly amounts to a criminal offence. For Courtney to be liable on the basis of this agreement, must the prosecution prove that she knew the substance was illegal?",5.2-c8-s1,96,0,0,1,173,1,rank_6_to_100,,94,0
hybrid,43,"Noah convinces his 12-year-old nephew to deliver a sealed package to an address, telling him it contains “books for a friend,” when in fact Noah has filled the package with prohibited drugs. The nephew has no idea what is inside and believes he’s doing a harmless favour. If police intercept the drugs, can Noah be liable as a principal offender for drug trafficking?",5.9-c1-s2,,0,0,0,187,0,absent_from_top100,,,0
hybrid,44,"Jordan is a factory worker; Mia is his supervisor. They’re both charged with a Commonwealth conspiracy to commit an offence that requires an employer to ensure the safety of employees at a hazardous worksite. Two company directors, alleged to be the other parties to the agreement, have already been acquitted of the conspiracy. In these circumstances, can Jordan be found guilty of the conspiracy?",6.2-c9-s1,1,1,1,1,179,1,top5_hit,2,2,0
hybrid,45,"Clyde, who has schizophrenia, assaults a stranger while experiencing delusions. He knows he is hitting a person but believes they are a “demon.” Does his mental illness, or his failure to appreciate the wrongfulness of his conduct, necessarily make his act involuntary?",7.1.1-c2-s2,1,1,1,1,184,1,top5_hit,1,1,0
hybrid,46,"Jonah is driving when he suddenly suffers an unexpected convulsion, causing his leg to slam down on the accelerator and his car to mount the curb and hit a pedestrian. If the only cause of the collision was this sudden bodily movement during the convulsion, how should a court characterise his physical act for the purpose of criminal liability?",7.1.1-c3-s1,,0,0,0,185,0,absent_from_top100,,,0
hybrid,47,"At Andrew’s assault trial, there is no suggestion he was unconscious, seizing, or sleepwalking; all the evidence shows him standing, speaking, and then punching the complainant. Does the prosecution need specific evidence that the punch was voluntary, or can voluntariness be inferred from these circumstances?",7.1.1-c6-s2,5,1,1,1,189,1,top5_hit,,3,0
hybrid,48,"Jacob sets off powerful fireworks in a small, crowded backyard. He later admits he knew people could get hurt but did it anyway. In Victoria, what level of criminal culpability best describes his conduct?",7.1.3-c1-s2,35,0,0,1,197,1,rank_6_to_100,25,33,0
