method,query_index,query_id,question,category,reasoning,gold_ids,baseline_ids,refined_ids,lost_gold,gained_gold,status,review_notes
d_threshold_0.3,2501,148300cd,"2022-2023 category shifts in M&T Bank's credit commitments, ticker MTBC.",Footnotes,False,[2639],"[5786, 569, 5185, 913, 4274]","[5786, 569, 5185, 913, 4274]",[],[],unchanged,
d_threshold_0.3,2502,47b6ff37,Analyzing NPM trends for AFL in 2023.,Financials,True,[2640],"[2649, 2650, 2648, 2640, 3389]","[2649, 2650, 2648, 2640, 3389]",[],[],unchanged,
d_threshold_0.3,2503,0ae7ad85,FTE comp. % for AFL Japan.,Company overview,True,[2641],"[2650, 2641, 2648, 2640, 2644]","[2650, 2641, 2648, 2640, 2644]",[],[],unchanged,
d_threshold_0.3,2506,ad4e290d,"Impact on comp. positioning & growth from AFL AJ product design, third sector oncology & med ins.",Company overview,False,[2644],"[2644, 2727, 4823, 323, 443]","[2644, 2727, 4823, 323, 443]",[],[],unchanged,
d_threshold_0.3,2508,bb56359b,AFL domestic vs international leadership (tickers) impact on regional risk mngmt & growth.,Governance,False,[2646],"[2649, 2648, 2640, 794, 2650]","[2649, 2648, 2640, 794, 2650]",[],[],unchanged,
d_threshold_0.3,2509,1b9cfbba,AFLAC's deferred profit liabilities & advanced premiums earnings valuation.,Accounting,False,[2647],"[2649, 2640, 2648, 3948, 3335]","[2649, 2640, 2648, 3948, 3335]",[],[],unchanged,
d_threshold_0.3,2510,97a58d47,YoY change in diluted EPS for AFL in 2023.,Financials,True,[2648],"[4131, 2649, 4881, 854, 2425]","[4131, 2649, 4881, 854, 2425]",[],[],unchanged,
d_threshold_0.3,2511,804903d6,"Impact of increased income taxes on cash flow reconciliation for Aflac and appraisal of tax management, Aflac (AFL).",Footnotes,False,[2649],"[2649, 2640, 2648, 3937, 210]","[2649, 2640, 2648, 3937, 210]",[],[],unchanged,
d_threshold_0.3,2514,da2a2fad,Generational workforce ratios and succession strategy for Ameren Corp (AEE).,Company overview,True,[2652],"[2652, 2657, 4346, 2958, 2651]","[2652, 2657, 4346, 2958, 2651]",[],[],unchanged,
d_threshold_0.3,2515,280034bf,Q4 2023 for AEE shows no buyback cap allocation strategy.,Shareholder return,False,[2653],"[4908, 4799, 156, 5301, 4243]","[4908, 4799, 156, 5301, 4243]",[],[],unchanged,
d_threshold_0.3,2516,8387845b,Cybersecurity integration cost structure margins for AMRN.,Risk,False,[2654],"[4323, 2587, 2654, 2498, 3763]","[4323, 2587, 2654, 2498, 3763]",[],[],unchanged,
d_threshold_0.3,2518,2da12e10,Ameren's (AEE) remediation expense control measures.,Legal,False,[2656],"[5077, 4638, 2651, 5469, 2660]","[5077, 4638, 2651, 5469, 2660]",[],[],unchanged,
d_threshold_0.3,2519,de4cb0a8,Effects of CFO/GC changes at Ameren on perf. & risk mgmt.,Governance,False,[2657],"[2657, 2672, 2651, 3129, 2661]","[2657, 2672, 2651, 3129, 2661]",[],[],unchanged,
d_threshold_0.3,2520,d42115b3,AEE's reported revenue and financial health are impacted by accrual estimation adjustments for electric/natural gas retail distribution.,Accounting,False,[2658],"[486, 1683, 1229, 2754, 485]","[486, 1683, 1229, 2754, 485]",[],[],unchanged,
d_threshold_0.3,2521,f520cf9b,"Funding limits for Ameren Corp regulatory issues: liquidity vs borrowing capacity, AEE.",Financials,False,[2659],"[2042, 1274, 2305, 5740, 2657]","[2042, 1274, 2305, 5740, 2657]",[],[],unchanged,
d_threshold_0.3,2524,28b97122,GM ratio for CF Industries in 2023 is available under ticker CF.,Financials,True,[2661],"[2661, 3084, 2672, 2670, 3085]","[2661, 3084, 2672, 2670, 3085]",[],[],unchanged,
d_threshold_0.3,2525,24fb4644,Impact of workforce geographic & tenure distribution on stability & growth for CF Industries.,Company overview,True,[2662],"[2463, 4124, 3259, 3143, 5127]","[2463, 4124, 3259, 3143, 5127]",[],[],unchanged,
d_threshold_0.3,2526,8cf150d7,Impact on financial flexibility and balance sheet from CF Industries' share buyback cap allocation is noteworthy; CF.,Shareholder return,False,[2663],"[2670, 2661, 2672, 4816, 5232]","[2670, 2661, 2672, 4816, 5232]",[],[],unchanged,
d_threshold_0.3,2527,525d53c3,Proactive third-party risk & cybersecurity training by CF Industries may enhance competitive positioning & growth.,Risk,False,[2664],"[3261, 4192, 2420, 3526, 5227]","[3261, 4192, 2420, 3526, 5227]",[],[],unchanged,
d_threshold_0.3,2528,62818ccf,"CF Industries faces profitability risks from its cost structure amid global competitive pressures, CF.",Company overview,False,[2665],"[2701, 2661, 5239, 1066, 3101]","[2701, 2661, 5239, 1066, 3101]",[],[],unchanged,
d_threshold_0.3,2529,ec654929,"Impact on short-term CF and profitability from CF Industries EHS capex, CF.",Legal,False,[2666],"[2661, 2672, 2670, 3466, 1386]","[2661, 2672, 2670, 3466, 1386]",[],[],unchanged,
d_threshold_0.3,2530,c1a63784,"Governance, risk mgt insights, & CF's role designations.",Governance,False,[2667],"[731, 824, 1038, 698, 3249]","[731, 824, 1038, 698, 3249]",[],[],unchanged,
d_threshold_0.3,2531,1ed9d0af,CF's multi-shipment performance obligations enhance rev predictability.,Accounting,False,"[2668, 2669]","[1235, 1104, 1390, 4815, 5037]","[1235, 1104, 1390, 4815, 5037]",[],[],unchanged,
d_threshold_0.3,2533,5cb94e55,CF - 2024 CapEx vs past trends & growth potential.,Footnotes,False,[2671],"[3466, 627, 1752, 2134, 3522]","[3466, 627, 1752, 2134, 3522]",[],[],unchanged,
d_threshold_0.3,2534,b97d754f,CF non-cash adj. impact on op. CF 2021-2023.,Footnotes,False,[2672],"[4098, 1731, 1432, 3522, 1500]","[4098, 1731, 1432, 3522, 1500]",[],[],unchanged,
d_threshold_0.3,2535,63b59dff,ADM's 2023 GM multiplier vs. historical levels.,Financials,True,[2673],"[3085, 5708, 309, 1152, 1451]","[3085, 5708, 309, 1152, 1451]",[],[],unchanged,
d_threshold_0.3,2536,25638981,NA employee ratio vs ADM ticker vs global workforce & regional focus.,Company overview,True,[2674],"[2674, 5613, 2845, 5127, 2463]","[2674, 5613, 2845, 5127, 2463]",[],[],unchanged,
d_threshold_0.3,2538,cd97cf2a,Impact of risk mgmt oversight by the ADM board & audit on overall performance.,Risk,False,[2676],"[4703, 731, 1038, 1922, 604]","[4703, 731, 1038, 1922, 604]",[],[],unchanged,
d_threshold_0.3,2539,63fff84a,"Impact on profitability from ADM DTC nutrition innovation vs ingredient suppliers and FMCG, as measured by key metrics.",Company overview,False,[2677],"[2725, 2677, 4302, 171, 170]","[2725, 2677, 4302, 171, 170]",[],[],unchanged,
d_threshold_0.3,2540,bc5de831,Litigation impact on costs & rev for ADM.,Legal,False,[2678],"[2119, 951, 746, 2993, 1612]","[2119, 951, 746, 2993, 1612]",[],[],unchanged,
d_threshold_0.3,2541,da7fdc74,"Impact of ADM’s dual role on strategy & risk governance, ADM.",Governance,False,[2679],"[731, 1081, 4703, 4268, 2676]","[731, 1081, 4703, 4268, 2676]",[],[],unchanged,
d_threshold_0.3,2542,55a72d3b,Merchandising rev rec at ADM vs. transpo vs. derivatives.,Accounting,False,[2680],"[1081, 2705, 348, 1380, 2366]",[1081],[],[],unchanged,
d_threshold_0.3,2544,29d3ac06,Capex for ADM in 2024 will influence long-term growth & competitiveness.,Footnotes,False,"[2682, 2683]","[3466, 1443, 627, 1043, 443]","[3466, 1443, 627, 1043, 443]",[],[],unchanged,
d_threshold_0.3,2545,9bcb7888,Drivers for decline in ag commodity inventory and changes in ADM purchase obligations for 2022-2023; ticker at the end.,Footnotes,False,[2684],"[211, 2684, 4385, 5406, 1962]","[211, 2684, 4385, 5406, 1962]",[],[],unchanged,
d_threshold_0.3,2546,7d72ed97,% improvement in LVS EPS vs op income & revenue trends.,Financials,True,[2685],"[1451, 295, 3801, 2516, 785]","[1451, 295, 3801, 2516, 785]",[],[],unchanged,
d_threshold_0.3,2547,3f5e6e76,Las Vegas Sands (LVS) focuses on FT employee ratio & gender diversity as key elements of its human capital strategy.,Company overview,True,[2686],"[2693, 4863, 1840, 2685, 5322]","[2693, 4863, 1840, 2685, 5322]",[],[],unchanged,
d_threshold_0.3,2548,05281bdb,"Quarterly share buybacks, cap allocation strategy, valuation confidence for LVS.",Shareholder return,False,[2687],"[5609, 772, 3189, 3359, 3885]","[5609, 772, 3189, 3359, 3885]",[],[],unchanged,
d_threshold_0.3,2549,decc4505,ERM risk assessments and audits for LVS.,Risk,False,[2688],"[4703, 4268, 604, 3156, 397]","[4703, 4268, 604, 3156, 397]",[],[],unchanged,
d_threshold_0.3,2551,53eedf70,Litigation risk analysis for LVS & impact on cash flow.,Legal,False,[2690],"[3228, 3591, 5781, 2828, 2771]","[3228, 3591, 5781, 2828, 2771]",[],[],unchanged,
d_threshold_0.3,2553,3dd194a5,Impact of LVS SSP rev allocation on casino wager timing amounts; LVS.,Accounting,False,[2692],"[3421, 434, 1809, 2692, 40]","[3421, 434, 1809, 2692, 40]",[],[],unchanged,
d_threshold_0.3,2555,efc4ff39,Strategic priorities for corporate expenditures in LVS 2023.,Footnotes,False,[2694],"[2392, 1417, 2671, 2682, 1963]","[2392, 1417, 2671, 2682, 1963]",[],[],unchanged,
d_threshold_0.3,2556,a001b450,MGM & LVS Macao gaming premium cash flow profitability impact 2032.,Footnotes,False,[2695],"[3414, 1802, 2690, 706, 2689]","[3414, 1802, 2690, 706, 2689]",[],[],unchanged,
d_threshold_0.3,2557,89e59397,Increase in CE COS impacts gross margin for the ticker.,Financials,True,[2696],"[5279, 2696, 1073, 309, 360]","[5279, 2696, 1073, 309, 360]",[],[],unchanged,
d_threshold_0.3,2559,579f5acb,Implications of Celanese's 2023 share repurchase and cap allocation strategies on its financial outlook.,Shareholder return,False,"[2698, 2699]","[411, 2419, 3784, 4581, 1747]","[411, 2419, 3784, 4581, 1747]",[],[],unchanged,
d_threshold_0.3,2560,beffbcdf,"Celanese’s risk mgmt governance in cybersecurity boosts inv confidence, CEL.",Risk,False,[2700],"[977, 1210, 1111, 1610, 3202]","[977, 1210, 1111, 1610, 3202]",[],[],unchanged,
d_threshold_0.3,2561,daff6a7b,Macroeconomic and seasonal factors impact revenue margins for Celanese (CE).,Company overview,False,"[2701, 2702]","[2696, 5279, 2144, 1423, 555]","[2696, 5279, 2144, 1423, 555]",[],[],unchanged,
d_threshold_0.3,2562,aacafa82,"CE legal disclosures, ticker in mind, competitive positioning & recurring settlement risk.",Legal,False,[2703],"[5046, 4380, 3228, 1881, 1958]","[5046, 4380, 3228, 1881, 1958]",[],[],unchanged,
d_threshold_0.3,2563,d80921fa,"Roles of Celanese board directors, ticker at the end.",Governance,False,[2704],"[513, 1903, 1739, 836, 5825]","[513, 1903, 1739, 836, 5825]",[],[],unchanged,
d_threshold_0.3,2565,2b9ff3ae,Celanese Corp (CE) basic share count delta from 2022 to 2023 and its implications on share structure.,Financials,True,[2706],"[2706, 2696, 2419, 411, 4816]","[2706, 2696, 2419, 411, 4816]",[],[],unchanged,
d_threshold_0.3,2566,0d0d16d0,Capex conversion to op profit across segments for Celanese (CE).,Footnotes,False,[2707],"[2696, 3466, 5279, 359, 555]","[2696, 3466, 5279, 359, 555]",[],[],unchanged,
d_threshold_0.3,2569,12ba240d,"Op eff, mkt response, and employee dist. for McKesson.",Company overview,True,[2710],"[2710, 2719, 2709, 2715, 2717]","[2710, 2719, 2709, 2715, 2717]",[],[],unchanged,
d_threshold_0.3,2570,5c8c2bc6,"MCK share repurchase drivers: stock price, reg's, op cash.",Shareholder return,False,[2711],"[1492, 875, 1578, 2532, 5128]","[1492, 875, 1578, 2532, 5128]",[],[],unchanged,
d_threshold_0.3,2571,1619611a,Effects on cost structure & FCF from MCK's cybersecurity investment.,Risk,False,[2712],"[816, 2420, 2632, 3327, 1493]","[816, 2420, 2632, 3327, 1493]",[],[],unchanged,
d_threshold_0.3,2573,e36f2d62,Impact of McKesson litigation on cap allocation & growth prospects for the co.,Legal,False,[2714],"[2719, 2709, 2717, 4285, 4584]","[2719, 2709, 2717, 4285, 4584]",[],[],unchanged,
d_threshold_0.3,2576,f71beea9,Capital allocation & financial health: rising retained earnings vs MCK stockholders' deficit.,Financials,False,"[2709, 2717]","[2539, 2381, 5525, 4816, 1765]","[2539, 2381, 5525, 4816, 1765]",[],[],unchanged,
d_threshold_0.3,2577,ed388697,"McKesson CapEx allocations for PPE & software as of Mar 31, 2024 vs prior period.",Footnotes,False,"[2718, 2719]","[3466, 5071, 2236, 5828, 613]","[3466, 5071, 2236, 5828, 613]",[],[],unchanged,
d_threshold_0.3,2578,f5fdadad,Liquidity impact from McKesson's off-balance sheet obligations.,Footnotes,False,[2720],"[2719, 1986, 2717, 3477, 4709]","[2719, 1986, 2717, 3477, 4709]",[],[],unchanged,
d_threshold_0.3,2579,1052caec,GPM for Abbott (ABT) in 2023 vs 2021-22 (excl. intang. amortiz.),Financials,True,[2721],"[2721, 2731, 2722, 2683, 3356]","[2721, 2731, 2722, 2683, 3356]",[],[],unchanged,
d_threshold_0.3,2580,ac35172f,"Abbott Labs' competitive positioning in healthcare is enhanced by its global workforce diversity, ABT.",Company overview,True,[2722],"[2722, 2384, 2727, 4310, 2474]","[2722, 2384, 2727, 4310, 2474]",[],[],unchanged,
d_threshold_0.3,2583,189384db,Innovation comp strategy for ABT nutritional products.,Company overview,False,"[2725, 2726, 2727]","[2677, 2725, 4302, 5097, 5747]","[2677, 2725, 4302, 5097, 5747]",[],[],unchanged,
d_threshold_0.3,2585,3d07a559,"ABT's leadership transitions drive profitability growth, ABT.",Governance,False,[2729],"[145, 3441, 3347, 4346, 3346]","[145, 3441, 3347, 4346, 3346]",[],[],unchanged,
d_threshold_0.3,2587,d444c9ad,"Abbott Laboratories' cumulative tax expense and burden from 2021-2023, TAXS.",Financials,True,[2721],"[2721, 2731, 5807, 5081, 3881]","[2721, 2731, 5807, 5081, 3881]",[],[],unchanged,
d_threshold_0.3,2588,3977d4d3,ABT capex on property & equipment 2023 vs 2022 vs 2021.,Footnotes,False,[2731],"[3466, 2134, 1176, 3389, 3522]","[3466, 2134, 1176, 3389, 3522]",[],[],unchanged,
d_threshold_0.3,2591,501e7331,The labor costs and risk implications of union coverage by Quanta Services (PWR) are notable.,Company overview,True,[2733],"[2732, 3655, 3838, 3491, 2948]","[2732, 3655, 3838, 3491, 2948]",[],[],unchanged,
d_threshold_0.3,2593,e6ea006c,Cybersecurity governance impact on long-term growth and risk-adjusted returns for PWR board.,Risk,False,[2735],"[1210, 1127, 3202, 1111, 1760]","[1210, 1127, 3202, 1111, 1760]",[],[],unchanged,
d_threshold_0.3,2594,fe8ef015,"Quanta Services faces competitive risk regarding margins from fixed vs unit pricing, PWR.",Company overview,False,[2736],"[2732, 2740, 2741, 329, 963]","[2732, 2740, 2741, 329, 963]",[],[],unchanged,
d_threshold_0.3,2595,0db2d911,"Uncertainty in arbitration, particularly for QNT, affects cash flows and has implications on profitability.",Legal,False,[2737],"[1351, 444, 5434, 515, 2445]","[1351, 444, 5434, 515, 2445]",[],[],unchanged,
d_threshold_0.3,2596,bd6a382c,"Board structure, cap allocation, and risk mgmt at Quanta Services.",Governance,False,[2738],"[2740, 2732, 2741, 731, 2585]","[2740, 2732, 2741, 731, 2585]",[],[],unchanged,
d_threshold_0.3,2598,d851c821,Rising cash equivalents could impact liquidity for Quanta Services.,Financials,False,"[2732, 2740]","[5351, 2888, 290, 5740, 4523]","[5351, 2888, 290, 5740, 4523]",[],[],unchanged,
d_threshold_0.3,2599,eb27bfe4,Impact of Quanta Services (PWR) contract clauses on cap commitments & liquidity.,Footnotes,False,[2741],"[2741, 242, 4861, 1301, 3032]","[2741, 242, 4861, 1301, 3032]",[],[],unchanged,
d_threshold_0.3,2600,a93e0fa6,Quanta Services (PWR) impact of offsetting investing cash inflows for 2022-2023.,Footnotes,False,[2742],"[2741, 1731, 2740, 2292, 1315]","[2741, 1731, 2740, 2292, 1315]",[],[],unchanged,
d_threshold_0.3,2601,68bdbbb8,MPC's tax-adjusted continuing income consistency & recurring profitability risk impact with no discontinued ops.,Financials,True,[2743],"[2968, 4469, 4046, 3242, 3873]","[2968, 4469, 4046, 3242, 3873]",[],[],unchanged,
d_threshold_0.3,2602,60998d89,"Impact of MPC employee bargaining mix on labor cost & flexibility, MPC.",Company overview,True,[2744],"[2744, 4634, 3895, 31, 3632]","[2744, 4634, 3895, 31, 3632]",[],[],unchanged,
d_threshold_0.3,2603,c8045419,Repurchase volume & price impact on EPS/investor return for MPC.,Shareholder return,False,[2745],"[692, 1492, 875, 1348, 1380]","[692, 1492, 875, 1348, 1380]",[],[],unchanged,
d_threshold_0.3,2604,cbc2d248,MPC's capital allocation in cybersecurity enhances growth & profitability.,Risk,False,[2746],"[2420, 1610, 2632, 3202, 2291]","[2420, 1610, 2632, 3202, 2291]",[],[],unchanged,
d_threshold_0.3,2605,2c51f782,Comp. strategy for alt. energy in MRO's refined products mkt sh. with ticker at end.,Company overview,False,[2747],"[1664, 1223, 5749, 4919, 1542]","[1664, 1223, 5749, 4919, 1542]",[],[],unchanged,
d_threshold_0.3,2607,67b1a319,"Insights on operational focus for MPC exec titles, ticker at the end.",Governance,False,[2749],"[2749, 284, 1517, 1223, 1393]","[2749, 284, 1517, 1223, 1393]",[],[],unchanged,
d_threshold_0.3,2608,09e19762,MPC receivables liquidity risks in rev rec model.,Accounting,False,[2750],"[2055, 5481, 256, 2748, 3591]","[2055, 5481, 256, 2748, 3591]",[],[],unchanged,
d_threshold_0.3,2610,e4261e33,"MPC 2023 capex breakdown for equity investees vs PPE, focusing on the ticker.",Footnotes,False,[2752],"[3466, 3022, 1517, 1090, 2745]","[3466, 3022, 1517, 1090, 2745]",[],[],unchanged,
d_threshold_0.3,2612,fce20230,"Implications of the ATO 2024 interest-to-operating income ratio on leverage, considering tickers.",Financials,True,[2754],"[5817, 1500, 717, 5504, 4870]","[5817, 1500, 717, 5504, 4870]",[],[],unchanged,
d_threshold_0.3,2613,4399004e,Efficacy of operational strategy through role mix of Atmos Energy.,Company overview,True,[2755],"[2757, 2764, 2754, 3057, 2508]","[2757, 2764, 2754, 3057, 2508]",[],[],unchanged,
d_threshold_0.3,2614,5c5bf092,Dilution & cap allocation implications for ATO equity comp plan.,Shareholder return,False,[2756],"[395, 3422, 3032, 3486, 5811]","[395, 3422, 3032, 3486, 5811]",[],[],unchanged,
d_threshold_0.3,2615,e2e1a42c,"OPEX, Atmos Energy (ATO) cybersecurity investments, cash flow, long-term financial health.",Risk,False,[2757],"[2757, 2764, 5410, 3168, 5314]","[2757, 2764, 5410, 3168, 5314]",[],[],unchanged,
d_threshold_0.3,2616,5e543cf5,Competing impacts of Atmos Energy's nat gas on elec util incentives & effs. <Ticker>.,Company overview,False,[2758],"[2758, 2764, 2754, 3734, 2971]","[2758, 2764, 2754, 3734, 2971]",[],[],unchanged,
d_threshold_0.3,2617,06cb1da2,"Disclosure risks in ATO legal proceedings, with material impacts on the ticker, necessitate robust risk management.",Legal,False,[2759],"[5164, 4530, 1157, 5792, 3385]","[5164, 4530, 1157, 5792, 3385]",[],[],unchanged,
d_threshold_0.3,2618,60d89c3f,"Exec role at Atmos (ATO) focuses on synergies, governance, and comp. positioning.",Governance,False,[2760],"[3558, 5446, 836, 5410, 1172]","[3558, 5446, 836, 5410, 1172]",[],[],unchanged,
d_threshold_0.3,2619,96d467e2,Franchise fees & gross rec tax influences on rev rec & profitability for TX/MS ATO.,Accounting,False,[2761],"[4880, 3968, 5717, 4873, 3961]","[4880, 3968, 5717, 4873, 3961]",[],[],unchanged,
d_threshold_0.3,2620,53ccc827,ATO net income for common shareholders from 2022-2024 total.,Financials,True,[2762],"[2349, 3627, 3422, 4087, 3242]","[2349, 3627, 3422, 4087, 3242]",[],[],unchanged,
d_threshold_0.3,2622,6c5be786,Update on ATO insider trading policy: Latest guidelines were issued to ensure compliance and transparency with respect to sensitive info regarding ATO.,Governance,False,[2765],"[1089, 4754, 2427, 1929, 1474]","[1089, 4754, 2427, 1929, 1474]",[],[],unchanged,
d_threshold_0.3,2623,d6afde90,"Impact of 2023 billable expenses due to IPG rev adjustments, ticker at end.",Financials,True,[2766],"[3980, 5039, 2134, 1731, 1927]","[3980, 5039, 2134, 1731, 1927]",[],[],unchanged,
d_threshold_0.3,2624,931c9e69,Regional sum for IPG Intl employees.,Company overview,True,[2767],"[5613, 2858, 3838, 2616, 2790]","[5613, 2858, 3838, 2616, 2790]",[],[],unchanged,
d_threshold_0.3,2625,467b3aa7,Impact on repurchase scale of IPG's ESOP withheld shares.,Shareholder return,False,[2768],"[4038, 1747, 5161, 4581, 1770]","[4038, 1747, 5161, 4581, 1770]",[],[],unchanged,
d_threshold_0.3,2626,07cc004d,How do cybersecurity & digital investments by IPG impact growth strategy & comp. positioning?,Risk,False,[2769],"[3023, 703, 1448, 3063, 2970]","[3023, 703, 1448, 3063, 2970]",[],[],unchanged,
d_threshold_0.3,2627,45e82026,Impact of IPG’s emerging tech on ad rev vs. traditional methods is noteworthy.,Company overview,False,[2770],"[1081, 3848, 1831, 1443, 1957]","[1081, 3848, 1831, 1443, 1957]",[],[],unchanged,
d_threshold_0.3,2628,186aaab4,IPG's legal proceedings risk disclosure may impact stock performance.,Legal,False,[2771],"[3228, 5142, 979, 5046, 2951]","[3228, 5142, 979, 5046, 2951]",[],[],unchanged,
d_threshold_0.3,2629,865ab092,"IPG alignment for oversight & legal risk involving CEO, CFO, ticker GC, CAO.",Governance,False,[2772],"[979, 4530, 162, 4182, 1038]","[979, 4530, 162, 4182, 1038]",[],[],unchanged,
d_threshold_0.3,2630,9cb04440,IPG's contract term strctre impacts rev stability & growth.,Accounting,False,[2773],"[5816, 3522, 1543, 3579, 2617]","[5816, 3522, 1543, 3579, 2617]",[],[],unchanged,
d_threshold_0.3,2631,fdc51e94,"2022-23 IPG LT debt breakdown: current vs non-current, ticker at end.",Financials,False,[2774],"[516, 4405, 4447, 1071, 495]","[516, 4405, 4447, 1071, 495]",[],[],unchanged,
d_threshold_0.3,2632,6dd14e70,2023 capex vs other investing cash flows for IPG.,Footnotes,False,[2775],"[3466, 883, 3522, 703, 2438]","[3466, 883, 3522, 703, 2438]",[],[],unchanged,
d_threshold_0.3,2633,38280e9d,"EBITA trends for IPG in MD&E, IA&C, and SC&E indicate underlying profitability and op efficiency.",Footnotes,False,[2776],"[947, 3652, 357, 359, 4851]","[947, 3652, 357, 359, 4851]",[],[],unchanged,
d_threshold_0.3,2634,1f259cd6,"Labcorp's operating income trend & expense impact decline from 2021-2023, ticker LHC.",Financials,True,[2777],"[2777, 3881, 4319, 3779, 2428]","[2777, 3881, 4319, 3779, 2428]",[],[],unchanged,
d_threshold_0.3,2635,43532cd9,Avg LAB emp dist & regional dev implications on ticker performance.,Company overview,True,[2778],"[2566, 1152, 1156, 783, 806]","[2566, 1152, 1156, 783, 806]",[],[],unchanged,
d_threshold_0.3,2636,856f5118,Q4 2023 Labcorp (LH) share repurchase vol. & costs details.,Shareholder return,False,[2779],"[4853, 1168, 5074, 4191, 3213]","[4853, 1168, 5074, 4191, 3213]",[],[],unchanged,
d_threshold_0.3,2637,6d5817b7,Labcorp Holdings Inc. (LH) can improve investor confidence and long-term performance via enhanced cybersecurity training for senior IT staff.,Risk,False,[2780],"[5410, 1169, 2298, 3261, 3202]","[5410, 1169, 2298, 3261, 3202]",[],[],unchanged,
d_threshold_0.3,2638,07a20cbe,"Labcorp fin metrics, op eff, tech int, drug dev svc, LH.",Company overview,False,"[2781, 2782]","[4390, 2782, 4444, 5097, 2477]","[4390, 2782, 4444, 5097, 2477]",[],[],unchanged,
d_threshold_0.3,2639,dd409603,Impacts on FS due to Labcorp legal proceedings & legal reserves?,Legal,False,[2783],"[3385, 979, 4760, 3810, 3228]","[3385, 979, 4760, 3810, 3228]",[],[],unchanged,
d_threshold_0.3,2640,b2704549,LH – Governance structure correlation of CEO & CFO roles at Labcorp Holdings Inc.,Governance,False,[2784],"[836, 513, 4695, 3625, 5327]","[836, 513, 4695, 3625, 5327]",[],[],unchanged,
d_threshold_0.3,2641,e61c8db0,BLS LH cum catch-up adjustments rev volatility earnings risk.,Accounting,False,[2785],"[854, 5642, 3521, 3859, 3982]","[854, 5642, 3521, 3859, 3982]",[],[],unchanged,
d_threshold_0.3,2642,0b56dcdc,Rev & GPM change for Labcorp Holdings Inc. from 2022 to 2023; drivers of income stmt: LH.,Financials,False,"[2777, 2786]","[1927, 3542, 4319, 3368, 3376]","[1927, 3542, 4319, 3368, 3376]",[],[],unchanged,
d_threshold_0.3,2644,c01a1cf9,Impact on FX risk and strategy from Labcorp's (LABP) cross currency swaps.,Footnotes,False,[2788],"[794, 611, 1073, 5668, 1731]","[794, 611, 1073, 5668, 1731]",[],[],unchanged,
d_threshold_0.3,2646,39db3698,EMEA DRT employee ratio.,Company overview,True,[2790],"[2046, 3077, 5138, 2948, 4441]","[2046, 3077, 5138, 2948, 4441]",[],[],unchanged,
d_threshold_0.3,2647,04ea9545,DRD's current leverage compared to historical D/E ratios and industry benchmarks.,Shareholder return,False,[2791],"[783, 2545, 1180, 4401, 3652]","[783, 2545, 1180, 4401, 3652]",[],[],unchanged,
d_threshold_0.3,2648,b007635d,The impact of cybersecurity integration on operations and profitability for DLR (Digital Realty Trust) will be significant.,Risk,False,[2792],"[3134, 2803, 2174, 1439, 4159]","[3134, 2803, 2174, 1439, 4159]",[],[],unchanged,
d_threshold_0.3,2649,974ab5e4,"Digital Realty Trust’s occupancy & rental strategy, ticker DLR, is focused on competitive data centers.",Company overview,False,[2793],"[2793, 2815, 950, 954, 2791]","[2793, 2815, 950, 954, 2791]",[],[],unchanged,
d_threshold_0.3,2650,a52d7320,Legal challenges in risk management for DLR.,Legal,False,[2794],"[2942, 4497, 2816, 3180, 2828]","[2942, 4497, 2816, 3180, 2828]",[],[],unchanged,
d_threshold_0.3,2651,b4e75cc1,Risk mgmt & cap alloc strategy for DLR's board composition.,Governance,False,[2795],"[731, 1038, 1922, 3558, 4703]","[731, 1038, 1922, 3558, 4703]",[],[],unchanged,
d_threshold_0.3,2652,93af5a89,"When evaluating rental rev rec under ASC 842, Digital Realty Trust's ticker (DLR) plays a critical role.",Accounting,False,[2796],"[2789, 2797, 4492, 2791, 4644]","[2789, 2797, 4492, 2791, 4644]",[],[],unchanged,
d_threshold_0.3,2653,9d57e365,"Trends in DLR equity for 2022-23: APC, divs, comp losses, and overall fin health, dist. - DLR",Financials,False,[2797],"[3628, 3982, 4492, 516, 2706]","[3628, 3982, 4492, 516, 2706]",[],[],unchanged,
d_threshold_0.3,2654,ea494e3f,DLR's external factors influencing CapEx/investment strategy.,Footnotes,False,[2798],"[3466, 3939, 3153, 4502, 2291]","[3466, 3939, 3153, 4502, 2291]",[],[],unchanged,
d_threshold_0.3,2655,e68dd871,"DLR risk mgmt: contract payments vs funding reimbursement, ticker.",Footnotes,False,[2799],"[4492, 4478, 1869, 3017, 1390]","[4492, 4478, 1869, 3017, 1390]",[],[],unchanged,
d_threshold_0.3,2657,2096e6bb,JPM's workforce expansion posits a significant impact on competitive positioning & long-term growth.,Company overview,True,[2801],"[2801, 2463, 1378, 153, 5580]","[2801, 2463, 1378, 153, 5580]",[],[],unchanged,
d_threshold_0.3,2658,6cad544e,Trends in repo pricing & cap allocation signals for JPM.,Shareholder return,False,[2802],"[3282, 1578, 5064, 4038, 2809]","[3282, 1578, 5064, 4038, 2809]",[],[],unchanged,
d_threshold_0.3,2659,ebefb8cf,JPM's global cybersecurity governance oversight for liability mgmt.,Risk,False,[2803],"[1610, 2218, 2420, 1111, 328]","[1610, 2218, 2420, 1111, 328]",[],[],unchanged,
